month,student_loan_count_pc_west,student_loan_count_pc_midwest,student_loan_count_pc_south,student_loan_count_pc_northeast
2012-03,0.6175472261843523,0.8208769410771306,0.5136196605644959,1.3388813960127148
2012-04,0.12865567212174006,0.21987775207423144,0.2969363662638492,0.4819973025645774
2012-05,0.15438680654608808,0.13192665124453887,0.17655675831904546,0.2856280311493791
2012-06,0.7333373310939184,0.7475843570523868,0.6821511116872211,1.3924366518532234
2012-07,0.1929835081826101,0.32248736970887276,0.23273390869328722,0.535552558405086
2012-08,0.20584907539478411,0.1905607184643339,0.20063267990800623,0.23207277530887055
2012-09,0.20584907539478411,0.30782885290392403,0.16853145112272525,0.267776279202543
2012-10,0.2959080458800022,0.32248736970887276,0.2969363662638492,0.44629379867090496
2012-11,0.24444577703130616,0.3811214369286678,0.18458206551536574,0.6248113181392669
2012-12,0.11579010490956607,0.17590220165938517,0.24075921588960747,0.3034797830962153
2013-01,0.20584907539478411,0.2345362688791802,0.35311351663809093,0.5534043103519221
2013-02,0.28304247866782817,0.27851181929402646,0.26483513747856824,0.49984905451141354
2013-03,0.2573113442434801,0.24919478568412895,0.2166832943006467,0.6426630700861031
2013-04,0.2187146426069581,0.3811214369286678,0.25680983028224796,0.37488679088356014
2013-05,0.2187146426069581,0.1905607184643339,0.24075921588960747,0.44629379867090496
2013-06,0.20584907539478411,0.07329258402474381,0.20063267990800623,0.49984905451141354
2013-07,0.28304247866782817,0.36646292012371906,0.32101228785280994,0.5712560622987582
2013-08,0.1929835081826101,0.30782885290392403,0.32101228785280994,0.5177008064582497
2013-09,0.3988325835773942,0.27851181929402646,0.27286044467488846,0.7676253337139565
2013-10,0.3731014491530462,0.5130480881732067,0.4333665886012934,0.7676253337139565
2013-11,0.2573113442434801,0.35180440331877033,0.35311351663809093,0.6962183259266117
2013-12,0.2959080458800022,0.4837310545633091,0.32101228785280994,0.7497735817671203
2014-01,0.3859670163652202,0.4983895713682579,0.4092906670123327,0.8390323415013012
2014-02,0.3988325835773942,0.45441402095341166,0.4333665886012934,0.5712560622987582
2014-03,0.3345047475165242,0.4397555041484629,0.40126535981601247,0.7497735817671203
2014-04,0.3988325835773942,0.6742917730276431,0.49756904617185543,0.6248113181392669
2014-05,0.5146226884869602,0.5570236385880529,0.4253412814049732,0.7319218298202841
2014-06,0.3859670163652202,0.5277066049781555,0.5858474253313782,0.5891078142455946
2014-07,0.3988325835773942,0.5570236385880529,0.4092906670123327,0.6069595661924306
2014-08,0.4888915540626123,0.4104384705385653,0.4333665886012934,0.5712560622987582
2014-09,0.3602358819408722,0.3957799537336166,0.28891105906752895,0.5712560622987582
2014-10,0.4374292852139162,0.5423651217831041,0.46546781738657445,0.6605148220329392
2014-11,0.30877361309217616,0.4397555041484629,0.4092906670123327,0.7140700778734479
2014-12,0.3473703147286982,0.5130480881732067,0.4253412814049732,0.6605148220329392
2015-01,0.4245637180017422,0.33714588651382155,0.46546781738657445,0.7676253337139565
2015-02,0.46316041963826426,0.32248736970887276,0.28088575187120873,0.42844204672406877
2015-03,0.4374292852139162,0.45441402095341166,0.40126535981601247,0.7140700778734479
2015-04,0.47602598685043823,0.4250969873435141,0.46546781738657445,0.7140700778734479
2015-05,0.28304247866782817,0.4104384705385653,0.4092906670123327,0.6962183259266117
2015-06,0.3345047475165242,0.30782885290392403,0.4092906670123327,0.5891078142455946
2015-07,0.3988325835773942,0.36646292012371906,0.5617715037424175,0.5712560622987582
2015-08,0.3345047475165242,0.30782885290392403,0.3370629022454505,0.7140700778734479
2015-09,0.4888915540626123,0.35180440331877033,0.44941720299393395,0.5891078142455946
2015-10,0.4245637180017422,0.27851181929402646,0.40126535981601247,0.6426630700861031
2015-11,0.14152123933391408,0.24919478568412895,0.28088575187120873,0.6783665739797755
2015-12,0.27017691145565415,0.35180440331877033,0.3049616734601695,0.33918328698988776
2016-01,0.3731014491530462,0.5716821553930017,0.44139189579761373,0.4641455506177411
2016-02,0.4245637180017422,0.45441402095341166,0.5136196605644959,0.6962183259266117
2016-03,0.8748585704278324,0.8795110082969257,0.9710621707547501,1.0354016129164993
2016-04,1.1450354818834867,1.0993887603711572,0.7945054124357046,1.6245094271620941
2016-05,0.7976651671547884,0.7622428738573356,0.7784547980430642,1.1246603726506803
2016-06,0.6046816589721783,0.6742917730276431,0.609923346920339,0.7319218298202841
2016-07,0.47602598685043823,0.6596332562226943,0.7624041836504236,0.7676253337139565
2016-08,0.6432783606087004,0.7182673234424894,0.6500498829019402,0.8390323415013012
2016-09,0.8105307343669624,0.7622428738573356,0.8185813340246654,0.9282911012354822
2016-10,0.6818750622452223,0.4250969873435141,0.6179486541166591,0.8747358453949736
2016-11,0.5532193901234822,0.5570236385880529,0.5858474253313782,0.8747358453949736
2016-12,0.5146226884869602,0.4250969873435141,0.48151843177921494,0.7676253337139565
2017-01,8.761451271490499,9.747913675290926,12.543555147848549,15.941614488524726
2017-02,5.699446274993085,3.7232632684569853,4.141058513301249,5.391229087944532
2017-03,3.062004996497414,3.07828852903924,3.2181481857244196,3.9452371802507993
2017-04,2.8818870555269775,2.477289340036341,2.2711619365586304,3.6239056452077483
2017-05,1.659658170370447,1.5538027813245687,1.5007324457118867,2.267172497248197
2017-06,1.3637501244904446,1.289949478835491,1.259973229822279,1.713768186896275
2017-07,1.518136931036533,1.6124368485443639,1.6050614392640499,2.4278382647697225
2017-08,1.6081959015217508,1.3485835460552862,1.6291373608530104,1.9993962180456541
2017-09,1.1579010490956605,1.0407546931513623,1.0914417786995538,1.606657675215258
2017-10,1.0549765113982685,0.9674621091266182,1.1155177002885146,2.2136172414076882
2017-11,1.0035142425495724,0.9674621091266182,0.9389609419694691,1.2496226362785339
2017-12,0.6561439278208744,0.7622428738573356,0.8988344059878679,1.0354016129164993
2018-01,1.0807076458226166,1.2313154116156961,1.259973229822279,1.5709541713215853
2018-02,0.8491274360034844,1.0260961763464134,0.9550115563621097,1.2139191323848613
2018-03,1.2736911540052267,1.0847302435662083,1.0834164715032337,1.535250667427913
2018-04,1.0163798097617465,1.1580228275909523,1.0352646283253122,1.5531024193747491
2018-05,1.0549765113982685,1.0260961763464134,1.003163399540031,0.9996981090228271
2018-06,0.8233963015791365,0.7036088066375407,0.8908090987915476,0.9282911012354822
2018-07,1.0935732130347906,1.1140472771761059,0.9550115563621097,1.178215628491189
2018-08,0.7976651671547884,0.8208769410771306,0.9790874779510704,1.2139191323848613
2018-09,0.7590684655182665,0.7915599074672331,0.8587078700062667,1.0175498609696632
2018-10,0.9005897048521805,0.6742917730276431,0.8587078700062667,1.0532533648633358
2018-11,0.7204717638817444,0.864852491491977,0.7864801052393844,0.9639946051291548
2018-12,0.9005897048521805,0.7036088066375407,0.9550115563621097,1.3745848999063872
2019-01,1.0163798097617465,1.1287057939810548,1.1395936218774754,1.3745848999063872
2019-02,0.8748585704278324,0.9821206259315671,1.0272393211289919,1.2853261401722063
2019-03,0.8233963015791365,0.8941695251018745,0.9309356347731489,1.1960673804380253
2019-04,0.7590684655182665,0.6742917730276431,0.7303029548651426,0.8925875973418099
2019-05,0.5532193901234822,0.7182673234424894,0.5216449677608161,0.8390323415013012
2019-06,0.6432783606087004,0.6156577058078481,0.7543788764541034,0.7676253337139565
2019-07,0.6432783606087004,0.5423651217831041,0.6580751900982603,0.9461428531823185
2019-08,0.5918160917600044,0.6156577058078481,0.6259739613129794,0.6783665739797755
2019-09,0.5274882556991343,0.5130480881732067,0.48151843177921494,0.6248113181392669
2019-10,0.7847995999426144,0.6009991890028993,0.6018980397240187,1.0532533648633358
2019-11,0.47602598685043823,0.5277066049781555,0.5216449677608161,0.7140700778734479
2019-12,0.4374292852139162,0.3811214369286678,0.4253412814049732,0.44629379867090496
2020-01,0.5403538229113083,0.35180440331877033,0.5055943533681757,0.6248113181392669
2020-02,0.3602358819408722,0.5423651217831041,0.5697968109387377,0.535552558405086
2020-03,0.4374292852139162,0.4250969873435141,0.46546781738657445,0.4105902947772325
2020-04,0.4245637180017422,0.35180440331877033,0.3932400526196922,0.42844204672406877
2020-05,0.3859670163652202,0.26385330248907773,0.3691641310307315,0.6069595661924306
2020-06,0.3345047475165242,0.32248736970887276,0.4092906670123327,0.33918328698988776
2020-07,0.3473703147286982,0.35180440331877033,0.28891105906752895,0.19636927141519817
2020-08,0.28304247866782817,0.32248736970887276,0.26483513747856824,0.2856280311493791
2020-09,0.28304247866782817,0.21987775207423144,0.17655675831904546,0.19636927141519817
2020-10,0.2959080458800022,0.24919478568412895,0.27286044467488846,0.6248113181392669
2020-11,0.1929835081826101,0.21987775207423144,0.27286044467488846,0.35703503893672395
2020-12,0.2959080458800022,0.27851181929402646,0.28891105906752895,0.44629379867090496
2021-01,0.3859670163652202,0.30782885290392403,0.3129869806564897,0.44629379867090496
2021-02,0.2573113442434801,0.1905607184643339,0.28088575187120873,0.39273854283039633
2021-03,0.24444577703130616,0.29317033609897525,0.3450882094417707,0.4819973025645774
2021-04,0.27017691145565415,0.27851181929402646,0.3611388238344112,0.33918328698988776
2021-05,0.23158020981913213,0.20521923526928265,0.23273390869328722,0.23207277530887055
2021-06,0.11579010490956607,0.2345362688791802,0.22470860149696698,0.23207277530887055
2021-07,0.28304247866782817,0.21987775207423144,0.3932400526196922,0.4105902947772325
2021-08,0.2573113442434801,0.1905607184643339,0.41731597420865296,0.42844204672406877
2021-09,0.12865567212174006,0.27851181929402646,0.3129869806564897,0.267776279202543
2021-10,0.3602358819408722,0.32248736970887276,0.32101228785280994,0.267776279202543
2021-11,0.1929835081826101,0.2345362688791802,0.3611388238344112,0.3034797830962153
2021-12,0.1929835081826101,0.24919478568412895,0.26483513747856824,0.2856280311493791
2022-01,0.47602598685043823,0.5277066049781555,0.609923346920339,0.821180589554465
2022-02,0.3988325835773942,0.5130480881732067,0.3932400526196922,0.4641455506177411
2022-03,0.2573113442434801,0.4250969873435141,0.45744251019025417,0.6069595661924306
2022-04,0.4888915540626123,0.5130480881732067,0.44941720299393395,0.6426630700861031
2022-05,0.3473703147286982,0.32248736970887276,0.4092906670123327,0.35703503893672395
2022-06,0.3473703147286982,0.4250969873435141,0.3370629022454505,0.35703503893672395
2022-07,0.2959080458800022,0.3811214369286678,0.3450882094417707,0.4641455506177411
2022-08,0.41169815078956823,0.6449747394177455,0.5778221181350579,0.6962183259266117
2022-09,0.30877361309217616,0.36646292012371906,0.5055943533681757,0.5891078142455946
2022-10,0.3731014491530462,0.35180440331877033,0.4253412814049732,0.49984905451141354
2022-11,0.20584907539478411,0.21987775207423144,0.28088575187120873,0.3034797830962153
2022-12,0.20584907539478411,0.36646292012371906,0.25680983028224796,0.32133153504305156
2023-01,0.1801179409704361,0.26385330248907773,0.24075921588960747,0.2856280311493791
2023-02,0.24444577703130616,0.24919478568412895,0.192607372711686,0.2856280311493791
2023-03,0.2187146426069581,0.27851181929402646,0.24075921588960747,0.23207277530887055
2023-04,0.10292453769739206,0.17590220165938517,0.22470860149696698,0.23207277530887055
2023-05,0.12865567212174006,0.13192665124453887,0.2166832943006467,0.17851751946836197
2023-06,0.12865567212174006,0.14658516804948762,0.20063267990800623,0.16066576752152578
2023-07,0.24444577703130616,0.27851181929402646,0.28891105906752895,0.4641455506177411
2023-08,0.28304247866782817,0.4690725377583604,0.40126535981601247,0.49984905451141354
2023-09,0.14152123933391408,0.26385330248907773,0.3049616734601695,0.39273854283039633
2023-10,0.24444577703130616,0.27851181929402646,0.32903759504913016,0.44629379867090496
2023-11,0.1929835081826101,0.3811214369286678,0.3049616734601695,0.23207277530887055
2023-12,0.1801179409704361,0.17590220165938517,0.20865798710432648,0.21422102336203439
2024-01,0.23158020981913213,0.33714588651382155,0.26483513747856824,0.33918328698988776
2024-02,0.1929835081826101,0.16124368485443638,0.2969363662638492,0.23207277530887055
2024-03,0.1672523737582621,0.33714588651382155,0.3049616734601695,0.35703503893672395
2024-04,0.10292453769739206,0.014658516804948762,0.02407592158896075,0.10711051168101719
